entry_id,lipid_system,lipid_components,composition,property,value,unit,uncertainty,temperature_C,phase,hydration,type,method,force_field,source_doi,source_citation,source_locator,extraction_confidence,notes,date_added
88,POPC,POPC,single,order_param_SCD_plateau,0.2065,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.164206,NMRlipidsDatabank_ID554,NMRlipids BilayerData sim ID 554,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
89,DOPC,DOPC,single,area_per_lipid,69.76,A^2,0.045,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604711,NMRlipidsDatabank_ID735,NMRlipids BilayerData sim ID 735,high,NMRlipids Databank; FF_raw='AMOEBA'; time-averaged APL (total area/lipids). software=openMM.,2026-07-01
90,DOPC,DOPC,single,thickness_DB,38.91,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604711,NMRlipidsDatabank_ID735,NMRlipids BilayerData sim ID 735,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='AMOEBA'. Def: total-density-based head-head thickness.",2026-07-01
91,DOPC,DOPC,single,order_param_SCD_plateau,0.1451,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604711,NMRlipidsDatabank_ID735,NMRlipids BilayerData sim ID 735,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C4_M); component=DOPC; FF_raw='AMOEBA'.",2026-07-01
92,DOPC,DOPC,single,order_param_SCD_plateau,0.1482,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,AMOEBA,10.5281/zenodo.7604711,NMRlipidsDatabank_ID735,NMRlipids BilayerData sim ID 735,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=DOPC; FF_raw='AMOEBA'.",2026-07-01
93,CHOL:POPC (3:7),CHOL:POPC,3:7,area_per_lipid,46.65,A^2,0.011,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.163336,NMRlipidsDatabank_ID403,NMRlipids BilayerData sim ID 403,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
94,CHOL:POPC (3:7),CHOL:POPC,3:7,thickness_DB,49.27,A,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.163336,NMRlipidsDatabank_ID403,NMRlipids BilayerData sim ID 403,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
95,CHOL:POPC (3:7),POPC,3:7,order_param_SCD_plateau,0.3519,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.163336,NMRlipidsDatabank_ID403,NMRlipids BilayerData sim ID 403,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
96,CHOL:POPC (3:7),POPC,3:7,order_param_SCD_plateau,0.3148,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.163336,NMRlipidsDatabank_ID403,NMRlipids BilayerData sim ID 403,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
97,DPPC,DPPC,single,area_per_lipid,55.04,A^2,0.011,44.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3950029,NMRlipidsDatabank_ID175,NMRlipids BilayerData sim ID 175,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
98,DPPC,DPPC,single,thickness_DB,47.52,A,,44.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3950029,NMRlipidsDatabank_ID175,NMRlipids BilayerData sim ID 175,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
99,DPPC,DPPC,single,order_param_SCD_plateau,0.2935,dimensionless,,44.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3950029,NMRlipidsDatabank_ID175,NMRlipids BilayerData sim ID 175,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=DPPC; FF_raw='CHARMM36'.",2026-07-01
100,DPPC,DPPC,single,order_param_SCD_plateau,0.2965,dimensionless,,44.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3950029,NMRlipidsDatabank_ID175,NMRlipids BilayerData sim ID 175,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C10_M); component=DPPC; FF_raw='CHARMM36'.",2026-07-01
101,POPC,POPC,single,area_per_lipid,63.81,A^2,0.013,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.30891,NMRlipidsDatabank_ID397,NMRlipids BilayerData sim ID 397,high,NMRlipids Databank; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
102,POPC,POPC,single,thickness_DB,41.28,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.30891,NMRlipidsDatabank_ID397,NMRlipids BilayerData sim ID 397,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'. Def: total-density-based head-head thickness.",2026-07-01
103,POPC,POPC,single,order_param_SCD_plateau,0.2344,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.30891,NMRlipidsDatabank_ID397,NMRlipids BilayerData sim ID 397,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'.",2026-07-01
104,POPC,POPC,single,order_param_SCD_plateau,0.2344,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.30891,NMRlipidsDatabank_ID397,NMRlipids BilayerData sim ID 397,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'.",2026-07-01
105,CHOL:POPC (1:1),CHOL:POPC,1:1,area_per_lipid,42.42,A^2,0.004,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3238157,NMRlipidsDatabank_ID488,NMRlipids BilayerData sim ID 488,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
106,CHOL:POPC (1:1),CHOL:POPC,1:1,thickness_DB,46.84,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3238157,NMRlipidsDatabank_ID488,NMRlipids BilayerData sim ID 488,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
107,CHOL:POPC (1:1),POPC,1:1,order_param_SCD_plateau,0.3923,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3238157,NMRlipidsDatabank_ID488,NMRlipids BilayerData sim ID 488,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C8_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
108,CHOL:POPC (1:1),POPC,1:1,order_param_SCD_plateau,0.3461,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3238157,NMRlipidsDatabank_ID488,NMRlipids BilayerData sim ID 488,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
109,POPC,POPC,single,area_per_lipid,62.54,A^2,0.011,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6339898,NMRlipidsDatabank_ID860,NMRlipids BilayerData sim ID 860,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
110,POPC,POPC,single,thickness_DB,43.16,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6339898,NMRlipidsDatabank_ID860,NMRlipids BilayerData sim ID 860,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
111,POPC,POPC,single,order_param_SCD_plateau,0.2273,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6339898,NMRlipidsDatabank_ID860,NMRlipids BilayerData sim ID 860,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
112,POPC,POPC,single,order_param_SCD_plateau,0.2207,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6339898,NMRlipidsDatabank_ID860,NMRlipids BilayerData sim ID 860,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
113,POPC:SAPI25 (9:1),POPC:SAPI25,9:1,area_per_lipid,63.4,A^2,0.009,25.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8370426,NMRlipidsDatabank_ID784,NMRlipids BilayerData sim ID 784,high,NMRlipids Databank; FF_raw='CHARMM36m'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
114,POPC:SAPI25 (9:1),POPC:SAPI25,9:1,thickness_DB,43.53,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8370426,NMRlipidsDatabank_ID784,NMRlipids BilayerData sim ID 784,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36m'. Def: total-density-based head-head thickness.",2026-07-01
115,POPC:SAPI25 (9:1),POPC,9:1,order_param_SCD_plateau,0.2237,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8370426,NMRlipidsDatabank_ID784,NMRlipids BilayerData sim ID 784,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36m'.",2026-07-01
116,POPC:SAPI25 (9:1),POPC,9:1,order_param_SCD_plateau,0.2157,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8370426,NMRlipidsDatabank_ID784,NMRlipids BilayerData sim ID 784,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36m'.",2026-07-01
117,POPC:SAPI25 (9:1),SAPI25,9:1,order_param_SCD_plateau,,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8370426,NMRlipidsDatabank_ID784,NMRlipids BilayerData sim ID 784,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=SAPI25; FF_raw='CHARMM36m'.",2026-07-01
118,POPC:SAPI25 (9:1),SAPI25,9:1,order_param_SCD_plateau,,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8370426,NMRlipidsDatabank_ID784,NMRlipids BilayerData sim ID 784,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=SAPI25; FF_raw='CHARMM36m'.",2026-07-01
119,CHOL:POPC (1:1),CHOL:POPC,1:1,area_per_lipid,41.89,A^2,0.005,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.14068,NMRlipidsDatabank_ID9,NMRlipids BilayerData sim ID 9,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
120,CHOL:POPC (1:1),CHOL:POPC,1:1,thickness_DB,46.98,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.14068,NMRlipidsDatabank_ID9,NMRlipids BilayerData sim ID 9,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
121,CHOL:POPC (1:1),POPC,1:1,order_param_SCD_plateau,0.4001,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.14068,NMRlipidsDatabank_ID9,NMRlipids BilayerData sim ID 9,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C8_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
122,CHOL:POPC (1:1),POPC,1:1,order_param_SCD_plateau,0.3534,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.14068,NMRlipidsDatabank_ID9,NMRlipids BilayerData sim ID 9,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
123,POPC,POPC,single,area_per_lipid,62.05,A^2,0.016,29.85,fluid,fully_hydrated,computational,MD_simulation,GAFFlipid,10.5281/zenodo.5734452,NMRlipidsDatabank_ID602,NMRlipids BilayerData sim ID 602,high,NMRlipids Databank; FF_raw='GAFFlipid'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
124,POPC,POPC,single,thickness_DB,44.57,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,GAFFlipid,10.5281/zenodo.5734452,NMRlipidsDatabank_ID602,NMRlipids BilayerData sim ID 602,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='GAFFlipid'. Def: total-density-based head-head thickness.",2026-07-01
125,POPC,POPC,single,order_param_SCD_plateau,0.2554,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,GAFFlipid,10.5281/zenodo.5734452,NMRlipidsDatabank_ID602,NMRlipids BilayerData sim ID 602,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='GAFFlipid'.",2026-07-01
126,POPC,POPC,single,order_param_SCD_plateau,0.2204,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,GAFFlipid,10.5281/zenodo.5734452,NMRlipidsDatabank_ID602,NMRlipids BilayerData sim ID 602,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='GAFFlipid'.",2026-07-01
127,POPC:POPS (13:3),POPC:POPS,13:3,area_per_lipid,53.45,A^2,0.008,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.887400,NMRlipidsDatabank_ID603,NMRlipids BilayerData sim ID 603,high,NMRlipids Databank; FF_raw='Berger'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
128,POPC:POPS (13:3),POPC:POPS,13:3,thickness_DB,49.11,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.887400,NMRlipidsDatabank_ID603,NMRlipids BilayerData sim ID 603,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Berger'. Def: total-density-based head-head thickness.",2026-07-01
129,POPC:POPS (13:3),POPC,13:3,order_param_SCD_plateau,0.2974,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.887400,NMRlipidsDatabank_ID603,NMRlipids BilayerData sim ID 603,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C8_M); component=POPC; FF_raw='Berger'.",2026-07-01
130,POPC:POPS (13:3),POPC,13:3,order_param_SCD_plateau,0.2874,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.887400,NMRlipidsDatabank_ID603,NMRlipids BilayerData sim ID 603,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=POPC; FF_raw='Berger'.",2026-07-01
131,POPC:POPS (13:3),POPS,13:3,order_param_SCD_plateau,0.2871,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.887400,NMRlipidsDatabank_ID603,NMRlipids BilayerData sim ID 603,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPS; FF_raw='Berger'.",2026-07-01
132,POPC:POPS (13:3),POPS,13:3,order_param_SCD_plateau,0.2872,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.887400,NMRlipidsDatabank_ID603,NMRlipids BilayerData sim ID 603,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=POPS; FF_raw='Berger'.",2026-07-01
133,CHOL:POPC (11:100),CHOL:POPC,11:100,area_per_lipid,59.17,A^2,0.019,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259335,NMRlipidsDatabank_ID211,NMRlipids BilayerData sim ID 211,high,NMRlipids Databank; FF_raw='Slipids for lipids and Smith & Dang for ions'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
134,CHOL:POPC (11:100),CHOL:POPC,11:100,thickness_DB,42.67,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259335,NMRlipidsDatabank_ID211,NMRlipids BilayerData sim ID 211,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids for lipids and Smith & Dang for ions'. Def: total-density-based head-head thickness.",2026-07-01
135,CHOL:POPC (11:100),POPC,11:100,order_param_SCD_plateau,0.2355,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259335,NMRlipidsDatabank_ID211,NMRlipids BilayerData sim ID 211,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C5_M); component=POPC; FF_raw='Slipids for lipids and Smith & Dang for ions'.",2026-07-01
136,CHOL:POPC (11:100),POPC,11:100,order_param_SCD_plateau,0.21,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259335,NMRlipidsDatabank_ID211,NMRlipids BilayerData sim ID 211,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Slipids for lipids and Smith & Dang for ions'.",2026-07-01
137,CHOL:DPPC (1:4),CHOL:DPPC,1:4,area_per_lipid,41.8,A^2,0.008,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1010131,NMRlipidsDatabank_ID570,NMRlipids BilayerData sim ID 570,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
138,CHOL:DPPC (1:4),CHOL:DPPC,1:4,thickness_DB,53.45,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1010131,NMRlipidsDatabank_ID570,NMRlipids BilayerData sim ID 570,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
139,CHOL:DPPC (1:4),DPPC,1:4,order_param_SCD_plateau,0.4111,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1010131,NMRlipidsDatabank_ID570,NMRlipids BilayerData sim ID 570,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=DPPC; FF_raw='CHARMM36'.",2026-07-01
140,CHOL:DPPC (1:4),DPPC,1:4,order_param_SCD_plateau,0.4148,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1010131,NMRlipidsDatabank_ID570,NMRlipids BilayerData sim ID 570,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C10_M); component=DPPC; FF_raw='CHARMM36'.",2026-07-01
141,POPE,POPE,single,area_per_lipid,60.46,A^2,0.007,39.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.1293762,NMRlipidsDatabank_ID86,NMRlipids BilayerData sim ID 86,high,NMRlipids Databank; FF_raw='GROMOS 43A1-S3'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
142,POPE,POPE,single,thickness_DB,41.33,A,,39.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.1293762,NMRlipidsDatabank_ID86,NMRlipids BilayerData sim ID 86,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='GROMOS 43A1-S3'. Def: total-density-based head-head thickness.",2026-07-01
143,POPE,POPE,single,order_param_SCD_plateau,0.2384,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.1293762,NMRlipidsDatabank_ID86,NMRlipids BilayerData sim ID 86,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPE; FF_raw='GROMOS 43A1-S3'.",2026-07-01
144,POPE,POPE,single,order_param_SCD_plateau,0.2234,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.1293762,NMRlipidsDatabank_ID86,NMRlipids BilayerData sim ID 86,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPE; FF_raw='GROMOS 43A1-S3'.",2026-07-01
145,DPPC,DPPC,single,area_per_lipid,60.26,A^2,0.03,49.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.14595,NMRlipidsDatabank_ID593,NMRlipids BilayerData sim ID 593,high,NMRlipids Databank; FF_raw='Poger GROMOS 53A6_L'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
146,DPPC,DPPC,single,thickness_DB,42.41,A,,49.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.14595,NMRlipidsDatabank_ID593,NMRlipids BilayerData sim ID 593,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Poger GROMOS 53A6_L'. Def: total-density-based head-head thickness.",2026-07-01
147,DPPC,DPPC,single,order_param_SCD_plateau,0.2341,dimensionless,,49.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.14595,NMRlipidsDatabank_ID593,NMRlipids BilayerData sim ID 593,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DPPC; FF_raw='Poger GROMOS 53A6_L'.",2026-07-01
148,DPPC,DPPC,single,order_param_SCD_plateau,0.2347,dimensionless,,49.85,fluid,fully_hydrated,computational,MD_simulation,GROMOS,10.5281/zenodo.14595,NMRlipidsDatabank_ID593,NMRlipids BilayerData sim ID 593,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C7_M); component=DPPC; FF_raw='Poger GROMOS 53A6_L'.",2026-07-01
